date,02T,03T,05T,10T,11T,12T,50T,52T,53T,54T,59T,61T
29/7/2023,13.5,17.4,15.2,9.8,13.6,9.6,16.4,13.7,12,20.4,8.8,12.4
30/7/2023,12.5,20.3,13.9,12.3,13.4,11.4,15.1,12.9,12.3,20.6,8.9,12.8
31/7/2023,12.7,18,12.8,10.7,13.2,11.2,13.5,12.7,11.7,20.4,9.4,12.5
1/8/2023,14,19.6,14.2,12.1,16,11.9,15.3,13.7,13.1,21.9,10.9,12.9
2/8/2023,17.2,24.3,18.3,15.4,18.1,16,19.4,17.6,16.9,25.2,12.6,15.4
3/8/2023,21.2,24.8,18.4,16.1,18.9,17.9,24,21,15.7,21.7,12.8,15.9
4/8/2023,17.5,25.8,18.7,16.7,19.6,16.4,22.3,17.4,15.8,23.5,12.9,15.6
5/8/2023,17.4,23.9,16.7,12.5,18.5,14.5,18.9,17,13.8,21.1,11.9,13.8
6/8/2023,14.1,20.2,14.5,10.6,15.2,12.4,16.2,14.3,12.2,18.1,10.3,12.9
7/8/2023,15.9,22.2,13.8,11.2,17.2,12.8,17.1,16,12.5,18.5,10.9,13
8/8/2023,14.9,21.4,13.3,11.9,17.2,12.4,16.9,14.7,13.3,17.5,11,13.4
9/8/2023,17.3,23.6,15.8,14,17.2,13.3,18.5,17.3,14,19.9,12.2,13.6
10/8/2023,18.7,28.2,17.5,15.6,18.5,16.3,22.2,18.6,16.6,19.4,12.5,14.6
11/8/2023,13.6,19.4,15.6,12.5,14,11.9,15.9,14.1,12.4,18.8,9.2,13.1
12/8/2023,21.5,24,19.7,15.7,18.8,17.1,20.5,21.3,16,24.2,14.5,15.6
13/8/2023,16.5,20.9,16.8,14,17.2,14.2,18.2,16.1,15,23.6,12.5,15
14/8/2023,17.2,22.2,18.7,13.4,17.2,14.6,19.6,17.8,14.9,21,12.6,14.5
15/8/2023,17,23.9,17.3,13.2,17.4,16.3,20.5,17.2,13.6,21.5,12.3,13.4
16/8/2023,14.2,21,15.8,11.6,16.2,10.6,16.6,14.1,13.1,16.7,9,12.5
17/8/2023,16.1,22.2,17.4,13.5,15.7,14,19.1,16.5,13.9,18.5,11.1,13.9
18/8/2023,16.9,21.1,17.4,13.5,18.3,15.9,20.7,17.5,15.6,20.9,11.4,14.8
19/8/2023,18,21.4,18.5,16,17.6,15.8,22.1,18.2,17.1,21.1,13.4,15.6
20/8/2023,19.5,20.5,18.3,14.6,19.9,15.6,20.4,19.9,15.6,23.6,14,15.3
21/8/2023,13,20,12.8,12,14.5,15.1,18.1,13.2,13.7,23.3,9.3,13.8
22/8/2023,14.8,21.5,14.8,12.8,16.2,14.1,19.4,14.8,14.6,21.4,10.5,13.9
23/8/2023,15.1,19.3,14.7,13.3,14.8,14.1,20.1,15.4,15.3,22,11.2,14.3
24/8/2023,15,24.1,15.4,11.9,17.1,13,18.2,15.2,13.4,20.8,9.7,13.2
25/8/2023,16.4,23.8,17,11.9,16,14.6,20.4,16,14.7,19.5,10,13.7
26/8/2023,18.2,24.1,17.8,12.7,17.3,16.1,19.9,18.1,13.4,21.5,11,13.3
27/8/2023,14.2,21.9,15.8,12.1,14.1,13.6,16.6,15.3,12.2,18.7,9.7,12.5
28/8/2023,13.8,20.8,16.2,12.5,16.5,13.7,17.1,13.6,13.8,18,9.7,14
29/8/2023,12.6,19.7,13.9,11.6,14.8,12.5,16.5,12.5,11.7,18,8.5,11.6
30/8/2023,12.8,19,10.3,9.9,15.3,10.1,15.4,13.1,11.4,21,8.4,11.7
31/8/2023,,23.4,19.9,16.6,16.6,18.2,23.5,19.2,20.6,28.9,16,16.7
1/9/2023,,23.4,19.3,15.7,18.1,15.7,22.1,19.2,15.8,24.5,12.8,15.3
2/9/2023,,22.5,21.8,16.7,17.5,17.5,24.6,19.8,18.2,23.5,15.4,16
3/9/2023,,20.3,14.8,12.6,15.3,13.7,18,15.2,,22.4,10.6,13.4
4/9/2023,,15.8,11.2,10,13,9.1,16.1,11.4,,19.2,9.8,11.7
5/9/2023,9.2,12.5,10.5,7.6,10.8,7.2,11.7,9.2,9.9,12.2,5.4,10
6/9/2023,14,15.9,13.8,10.6,13.4,10.1,16.7,14.2,12.5,16.2,8,12.2
7/9/2023,15.4,19.1,17.6,11.8,15.1,11.5,17.3,15.6,15.5,18.7,8.6,
8/9/2023,13.1,15.6,13.5,9,12.7,7.2,14.1,12.8,12.1,14.9,6.6,
9/9/2023,14.6,16.8,12.3,8.4,13.3,8.2,14.7,14.7,11.3,20.4,6.3,11
10/9/2023,13.6,17.4,12.7,10.2,11.3,8.2,14.2,13.7,12.4,21.5,6.8,11.7
11/9/2023,12.9,17.5,10.2,8.8,11.7,7.7,13.9,12.7,11.1,16.6,5.8,10.8
12/9/2023,12.5,17.4,10.5,9.1,11.5,8.1,13.1,12.5,11.5,16,5.5,11.3
13/9/2023,17.2,19.3,13.2,11.9,12.4,9.5,16.9,16.3,13,16.3,7.8,12.3
14/9/2023,18,21.6,16.5,12.7,14.4,11.4,18.1,16.5,14.5,21.4,8.8,13.1
15/9/2023,18.4,21,14.1,,12.8,10.5,17.7,17.7,12.6,21.4,9,12.7
16/9/2023,14.6,17.6,13.9,,11.2,8.1,14.5,12.9,11.1,18.6,6.7,10.9
17/9/2023,12.8,14.2,9,,9,6.5,11.6,12.3,11.2,18.9,6.1,10.6
18/9/2023,13.6,17,12.1,,13.4,10.5,15.8,13.4,12.5,20.6,6.7,12
19/9/2023,21.8,27.4,28.7,,17.5,22.9,24.7,21.6,21.8,25.9,11.4,17.2
20/9/2023,18.5,21.3,21.6,,18.3,15.1,21.9,16.9,24,29.2,12,17
21/9/2023,14.3,18.6,13.8,8.7,14.2,10.7,16,13.7,15.5,24.6,7.8,11.9
22/9/2023,19.5,24.2,24.4,12.4,18,16.7,22.8,19,19.4,27.2,11,15.4
23/9/2023,24.6,25,24.4,18.1,19,17.5,25.3,24,21.9,32.2,14.2,16.9
24/9/2023,27.4,28.5,21.5,14.7,19.2,18.6,26,25.7,21.1,35.8,16,17
25/9/2023,24,25.8,22.5,16.2,17.8,17.8,25,23.1,22.9,33.5,14.5,17.7
26/9/2023,18.1,21.8,16,12.3,15.5,11.8,20.2,17.5,17.4,24.6,10.2,13.7
27/9/2023,18.6,23.7,16.4,9.1,14.6,10.4,18.1,17.1,14,23.6,7.8,13
28/9/2023,12.6,16.2,9.8,7.4,9.8,8.4,12.5,12,9.8,21.3,5.9,9.9
29/9/2023,14.5,18.8,12.4,8.7,12,9.7,13.7,13.8,11.7,20.1,6.8,11.3
30/9/2023,15.9,22.1,12.5,11.1,13.6,12.4,16.7,15.5,13.3,24.4,8.9,12.8
1/10/2023,18.7,21.5,15.2,10.7,14.1,11.3,17.3,18.1,14.7,21,8.6,13.2
2/10/2023,16.7,18.2,14,9.4,12.7,10.1,16,16.5,12.9,18.3,7.5,12
3/10/2023,16.5,18.4,14.8,8.6,12.1,9.8,,15.9,11.4,19,8.1,11.4
4/10/2023,21.3,22.6,17.5,10.1,13.3,10.9,17.7,20.6,13.2,22.4,9.3,11.4
5/10/2023,21.8,25.6,19.2,13.2,15.8,13.7,19.6,21.5,17.5,30.6,11.8,14.4
6/10/2023,16.7,24,12.3,9.1,12.4,9.8,13.6,15.3,13.1,24.6,7.9,11.5
7/10/2023,16.5,20.3,14.9,,12.5,10.1,16.6,16.1,14.5,23,8.8,12.1
8/10/2023,14.8,18.2,12.6,,11.7,9.4,14.1,13.4,12.6,21.2,7.7,11.9
9/10/2023,25,28.1,22.7,,21.1,18.5,23.1,23.9,23.9,26.6,17,18.3
10/10/2023,27.6,27.7,24.3,17.1,19.1,16.4,24.8,26.8,24.8,34.6,17,18
11/10/2023,21.1,22.2,15.6,11.2,14.5,12.8,17.3,19.2,17.4,25.4,9.8,14.3
12/10/2023,21.8,26.5,18.9,,15.2,14.1,19.7,21,19.1,27.4,12.3,14.5
13/10/2023,30.6,33.9,28.2,,23,21.2,26.8,29.8,26.7,35.7,15.6,20.3
14/10/2023,20.6,22.5,19.1,,16,15.2,19.7,19.5,17.2,25,10.9,15.5
15/10/2023,20.4,21.9,20.1,,17.6,15.9,21.9,19.7,20,27.8,12.1,16.8
16/10/2023,28.5,29,23.9,,23.2,19,26.5,27.2,28.2,34,17.3,21.1
17/10/2023,38.3,45.2,31.9,,28.2,26,31.6,37.4,28.2,36,23.9,22.9
18/10/2023,46.6,48.2,35.9,,30.2,32.6,42.1,43.4,38.9,52.4,30.3,28.6
19/10/2023,34.9,38.8,30.4,,25.9,25.9,35.6,,30.4,41.7,19,23.5
20/10/2023,47.4,,40.8,,30.8,32.9,43.4,,40.9,54.1,27,27.1
21/10/2023,29.9,,19,,20.6,18.7,26.6,28.3,24.1,36.4,18.9,18
22/10/2023,24.1,25.1,16,,,15.3,20.6,22,15.9,26.2,11.9,14.6
23/10/2023,36.8,38.3,23.9,,,21.8,27.7,34.6,21.6,30.6,14.6,18.2
24/10/2023,41.2,44.7,30.8,,26.6,25,31.9,39.6,33.2,44.8,22.8,23.7
25/10/2023,32.7,34.5,17.5,,20.3,19.8,27.6,30.1,22.3,36.5,14.3,18.3
26/10/2023,25.9,27.5,20,,16.7,19.3,24.1,24.9,16.8,30.5,11,15.5
27/10/2023,21.3,21.8,15.2,,15.2,14.3,19.1,20.1,16.5,26.8,8,14.8
28/10/2023,27.8,27,21.8,,20.9,20.4,24.1,25.8,26.5,29.9,15.6,20.4
29/10/2023,30.4,29.8,23.9,,26,22.8,28.4,28.9,32.7,40.6,17.7,22.7
30/10/2023,22.8,22.9,17.5,,16.9,16.1,20.3,21.2,18.2,32,11.6,16.1
31/10/2023,16.7,16.6,13.9,,14.1,11.9,15.1,14.9,15.6,20.9,6.6,13.5
1/11/2023,25.2,24.5,20.3,,18.1,16.9,21.4,24.4,19.9,24.2,14.6,17.2
2/11/2023,39.7,41.7,33.1,,29.9,27.9,33.9,38.4,31.9,36.6,21.2,26.4
3/11/2023,44.2,49.1,40.1,,31.9,31.5,40.3,43,36.7,49.8,26,28.8
4/11/2023,51,56.3,38.9,,37.9,34.4,41.4,49.4,41.5,56.3,29.6,34.3
5/11/2023,29.5,29.4,20.2,,18.8,19.8,24.5,28.2,24.9,33.3,14.6,17.2
6/11/2023,31.6,31.2,24.4,,21.3,20.6,27.7,30,27,36.4,12.8,19.5
7/11/2023,21.4,21.4,15.4,,15.7,15.5,20.7,20.5,17.9,31.6,9.5,15.2
8/11/2023,27.6,29.7,22.7,,19.5,18.7,24.9,27,,34,11.1,18.2
9/11/2023,30.7,34.7,22.4,,18.7,19.8,23.4,27.4,,31.8,12.9,17.1
10/11/2023,36.6,41.8,20.6,18,21.7,19,24.3,33.2,27.6,33.1,12.7,18.3
11/11/2023,26.4,27.4,21.6,18,16.7,17.6,22.8,25.2,25.9,30.7,12.5,17.2
12/11/2023,23.7,24.1,17.2,11.4,18,14.8,20.6,20.5,24.9,27.7,8.7,14.4
13/11/2023,24.1,25.4,16.5,14.4,14.3,14.6,18.8,21.9,19.8,25.9,12,15.3
14/11/2023,22.2,22.9,14.6,9.1,15.5,12.1,15.2,18.7,15,20.6,8.1,12.8
15/11/2023,18.4,20.2,16,12.4,14.1,13.4,16.9,16.2,17,22.3,8.2,13.9
16/11/2023,17.9,20.6,15.1,10.1,15.5,11.4,15.9,15.8,15.2,21.2,6.2,13.1
17/11/2023,19,17.4,14.8,10.3,14.6,12.3,16,16.7,17.6,14.8,9,13.4
18/11/2023,29,28.7,26.8,20.2,23.3,20.4,25.3,27.5,28.3,24.8,17.9,19.8
19/11/2023,37.6,38.1,30.7,26.1,28.2,24,31.5,34,34.9,30.9,22.5,23.6
20/11/2023,38.7,41.1,30.3,25.3,27.1,23.7,30.1,35.6,35.6,32.1,21.9,22.1
21/11/2023,,42.8,33.5,28.1,31.7,27.7,33.9,37.8,37.3,36.2,18.7,26.2
22/11/2023,53,53.9,36.5,31.3,35.9,33,39,48.8,42.2,42.8,22.7,28
23/11/2023,40.7,44.1,35.7,28.9,30.3,30.6,34.3,36.7,38.2,40.9,29,25.5
24/11/2023,30.1,30.8,24.8,18.4,23.2,20.8,26.3,26,28.5,32.1,17.1,19.1
25/11/2023,25.6,27.2,22.3,17.9,19.7,17.3,22.3,21.9,25.6,31.5,14.6,17.4
26/11/2023,34.7,35.2,28.8,26.1,26.3,24.5,30.8,31.4,37.7,36.8,21.2,21.6
27/11/2023,22.4,22.9,18.7,14.8,17.7,15.5,19.4,19.5,20.4,31,12.8,15.4
28/11/2023,40.7,41.4,32.2,28.2,30.5,28.1,33.2,35.6,39.9,37.3,26.9,25.5
29/11/2023,52.4,49,43.2,41.5,38.7,36,44.9,48.2,51.4,47.4,34.3,33.9
30/11/2023,43.9,45.1,34.4,30.8,34.7,29.9,36.8,40.4,42,41.5,25.2,30.1
1/12/2023,27.9,28.9,25,18.8,21.9,20,24.4,24.4,27.5,28.2,17.4,18.3
2/12/2023,21.7,22,15.6,13.4,15.1,13.6,17.7,20,18.3,24.3,10.6,14.2
3/12/2023,,23.6,17.9,15.4,16.9,14.9,19.1,19.6,19.4,24.1,11.1,15
4/12/2023,,28.5,19.2,17.8,18.8,17.1,20.8,23.6,22.9,28.9,14.6,16.3
5/12/2023,33,32.6,30.4,27.3,27.9,24.7,29.6,31.3,32.3,34.7,21,23.5
6/12/2023,30.9,32.8,25.5,20.2,23.4,20.8,26.1,28.8,29.7,31.6,15.5,20.1
7/12/2023,18.6,19.2,15.4,8.8,14.4,,15.3,16.5,14.5,19.2,8.1,13.5
8/12/2023,28.9,29.8,24.3,20.7,20.9,19.2,23.2,25.8,24.3,29.1,16,18.6
9/12/2023,45.9,48.2,37.8,32.3,33.5,32.7,36.6,43.2,38,42.8,26.4,29.7
10/12/2023,66.9,66.3,62,47.1,51.2,54,49.5,62.6,53.7,61,37,44.2
11/12/2023,40,45.8,39.5,37.9,35.1,34.7,36.3,39,39.1,40.9,25.2,29.7
12/12/2023,50.3,58,44.9,43.1,41.6,42.8,43.9,48.7,46.4,51.4,31.2,36.9
13/12/2023,40.5,42.2,37.1,30.8,33.2,34.8,33.5,38,35.9,41.9,24.2,29.9
14/12/2023,28.1,29.2,27.2,24.6,25.1,23.2,25.7,26.1,29.2,31.6,19.5,23.1
15/12/2023,45.5,47.5,36.1,30.8,34.4,34.5,38.9,41.9,37.3,43.5,28.6,30.3
16/12/2023,48.7,49,37,30.9,32.6,32,35.9,47,37.8,42.6,25.7,28.9
17/12/2023,33.9,39.5,31.9,26,27,30,30.9,31.3,29.4,37.7,20.9,24.1
18/12/2023,24.2,25,20.6,16.3,17.9,19,21.4,22.6,21.5,25.1,15.4,17
19/12/2023,36.6,39.6,28.2,25.5,26.5,25.7,29.9,33.9,33.4,37,19.7,22.6
20/12/2023,36.4,36.6,24.6,20.2,22.9,23.1,,33.4,29.4,37.5,19.8,20.6
21/12/2023,21.9,21.2,17.6,10.9,14.3,15.3,,19.2,19.3,24.1,11.3,14.7
22/12/2023,26.8,24.6,23,15.1,17.8,18.3,23.7,25.1,24.4,24.5,13.3,17.8
23/12/2023,33.9,31.8,31.3,25.1,24.7,24.7,31.4,32.5,40.2,33,19.6,22.3
24/12/2023,35.2,31.5,34.7,26.3,27.3,26.3,34.6,32.8,39.6,35.9,20.7,24.3
25/12/2023,39,36.2,35.9,30.3,31,30.9,38.1,36.4,44.9,39.8,27.5,27.5
26/12/2023,48.6,47,46.2,39.2,38.8,37.7,44.3,45.2,53.4,50.1,31.5,34.1
27/12/2023,46.2,47.8,39.6,35.5,34.8,33.6,41.3,43.2,43.4,45.2,27.7,31.1
28/12/2023,45.2,47.8,32.7,32.2,30.3,31.1,39.3,41.8,40.7,40.8,26,29
29/12/2023,47,44.5,35.9,35.4,33.1,33,40.5,44.3,43.3,42.4,25.7,29.8
30/12/2023,47.7,45.8,37.9,34.3,35.2,36.4,46.8,44.7,41.6,47.5,30.1,31.5
31/12/2023,42.4,42.8,33.7,31.6,29.9,31.5,39.1,39.6,35.4,41.3,25.1,27.3
1/1/2024,38.3,34.3,29.4,28.2,29,24.3,31.4,33.7,30.8,34.8,22,23.3
2/1/2024,39.5,36.9,29,25.8,26.6,27.4,33.1,35.2,31,35.4,21.4,23.5
3/1/2024,38.2,35.9,28.7,26.3,23.7,25.8,30.3,36.9,30.8,31.9,21.4,23.5
4/1/2024,36.6,37.8,36.4,31.1,28.9,29.1,32.1,34.2,35.2,37.7,22.9,25.8
5/1/2024,36,35.8,32.6,30.1,26.5,25.5,32.5,32.1,36,34.8,20.6,25.4
6/1/2024,42.8,39.8,37.3,33.9,31.5,32.2,35.9,37,35.7,38.3,25.9,30.1
7/1/2024,44,41.7,38.6,34.8,33,32.8,35.4,38.7,37.8,44.2,25.1,31
8/1/2024,49.3,48.5,40.3,39.6,35.9,37.3,42.3,46.1,41.7,46.1,28.9,32.9
9/1/2024,68,75.5,58.7,57.4,49,56.3,61.1,63,55.5,63.3,39.9,45.5
10/1/2024,44.3,44.7,40.4,48.7,37.8,41.3,42.3,40.2,43.8,48.3,29.6,36
11/1/2024,36.7,35.5,32.1,36,31.4,35.1,35,32.4,33,42.3,24.1,29.5
12/1/2024,31,31.3,26.7,26.1,27.8,26.1,29.1,27.9,27.4,37.3,20.4,26.2
13/1/2024,34.8,32.3,29.2,28.3,27.2,28.8,31.3,31.5,29.6,37.6,21.2,25.9
14/1/2024,40.4,35.6,39.2,34.5,31.8,35.2,35.2,35.3,37.6,40.4,27.2,31.1
15/1/2024,37.6,36.2,33.6,27.3,31.1,29.1,32,31.5,30.5,38.7,22,27.2
16/1/2024,39.2,36.7,35.8,33.6,30.9,30.5,33,32.2,35.4,40.4,22.8,27.7
17/1/2024,47.7,47.4,45.2,36.2,37,39.9,42.7,41.3,39.8,46.7,28.8,34.4
18/1/2024,58.9,60,47.7,41.5,41.9,43.5,47.8,52.1,46.4,51.8,33.1,38.9
19/1/2024,70.3,73.7,59,48.5,48.9,60,63.1,62.9,52.6,68.7,40.5,45.8
20/1/2024,49.6,49.7,50.5,50.3,44.7,48.2,47.2,42.8,48.2,56.3,33,41.9
21/1/2024,40,44.5,37.2,35.8,33.1,35.2,36.9,37.5,33,46.5,27.4,31.7
22/1/2024,43.4,46.2,42,38.2,37.9,38.1,43.1,42.6,40.2,51.7,30.1,35.2
23/1/2024,55.4,54.8,49.6,50.4,45.4,46,49.1,47.8,49.2,62.8,38,40.3
24/1/2024,35.7,35.3,33.9,24.7,28.4,28.4,32.4,30.9,29.9,39.4,19.1,26.9
25/1/2024,31.7,30.1,31,24.1,24.1,24,32.4,27.9,32.2,37.7,20.4,21.8
26/1/2024,39.8,37.1,37.5,32.7,30.4,32.8,38.6,35.9,35.4,42.9,24.8,29.4
27/1/2024,48.5,45.7,47.1,45,38.9,42.2,46.7,45.9,47.1,53.7,33.2,37
28/1/2024,52.8,56.1,57.4,50.3,46.8,48.9,52.7,49.3,47.6,60.1,36.6,42.4
29/1/2024,44.3,46.3,42.6,37.1,38,38.3,42.4,41.7,37.2,50.9,30.8,35.7
30/1/2024,73.5,67.5,59.2,61.1,56,59,67.4,67.2,60.4,74.6,49.3,51.9
31/1/2024,61.3,62.1,64.1,64,53.2,57,61.5,58.5,60.2,78,44.3,51.1
1/2/2024,35.9,38.5,34,37,31,31.5,34.6,32.9,31.6,47.4,24.4,28.8
2/2/2024,27.8,30.5,24,23.8,24.3,24.1,27.5,25.6,22.8,38.4,19.4,23.8
3/2/2024,29.1,32.4,26.8,24,24,,28.3,27.2,22.2,39.2,19.4,22.4
4/2/2024,30.5,31.4,28.2,26,24,22.7,29.5,27.6,23.6,36.4,21.3,22.7
5/2/2024,37.6,40.2,30.9,31.5,31.6,29.4,35.5,34.7,32.8,38.5,26.5,28.9
6/2/2024,31.4,36.9,26.5,24.9,25.9,26.2,30.4,28.9,26.2,38.5,22.7,25.5
7/2/2024,28.5,33.2,26,25.1,24.2,25.1,28.4,26.8,23.7,38.1,19.3,23.5
8/2/2024,27.7,32.9,24,21.9,23.8,23.4,26.8,25.8,20.5,35.1,18.6,22.4
9/2/2024,25.8,27.1,23.1,20.8,22.2,22.9,25.9,25,19.9,30.6,17.1,20.2
10/2/2024,41.6,38.4,38,36.3,33.7,35.3,40,37.8,35.3,41.6,28.5,30.9
11/2/2024,43.9,42.1,40.5,35.2,35.4,34.3,40.8,39.3,38.4,41.4,28.6,33.4
12/2/2024,59.2,56.1,56.8,55.5,52.5,49.6,55.5,55.6,58,60.1,45.2,47.8
13/2/2024,66.5,65.1,68.1,71,59.3,56.1,60.5,60.2,65.7,67.6,50.3,55.6
14/2/2024,79,79,77.5,76.6,69.3,73.4,74.1,72.8,74,83,53.3,65.6
15/2/2024,60.5,59.4,51.6,57.1,53.6,52.1,55.1,54.4,57.9,71.3,42.7,51
16/2/2024,33.2,33.9,28.7,30.2,30.5,29.7,33.7,31.4,31.3,43.2,24.2,27
17/2/2024,28.5,28.7,28.1,23.3,25.7,22.5,27.1,24.9,24,37.4,19,21.6
18/2/2024,24.2,24.8,20.5,17.7,18.8,18.2,21.4,19.8,16.8,29.3,15.1,18.2
19/2/2024,21,22.6,18.6,14.7,17.5,16.5,19.5,18.2,15,26.9,14,16.5
20/2/2024,18.8,20.3,16.6,12.7,15.1,13.1,18.4,14.8,12.2,26,10.9,16.3
21/2/2024,20.2,20.5,18.4,13.1,15.7,15,19.9,17.8,14.5,27.8,12.8,16.7
22/2/2024,19.8,20.4,17,13.6,15.8,15.4,19.3,17.8,15.6,24,12.6,16.3
23/2/2024,20,21.1,16.6,13.7,16,16.1,20.2,17.7,16.1,29.5,12.3,17.1
24/2/2024,22.2,22.1,17.9,16,17.7,16.5,21.6,19.4,17.6,27.5,15,17.7
25/2/2024,19.5,20.6,18.9,17.1,19,16.9,21.8,18.5,18.1,29.2,14.9,18.8
26/2/2024,31.5,28.8,27.6,27.6,26.4,25.7,31.7,26.2,27.6,36.1,21.9,22.4
27/2/2024,38.8,37.6,34.3,36.4,34.1,33.8,40,34.6,38.2,43.7,28.3,29.9
28/2/2024,28,26.4,26.2,22,24,22.6,27.6,24.3,25,32.6,17.4,21.5
29/2/2024,22.5,22.9,21.4,17.9,18.4,17.9,23.3,20.7,18.7,24,16.4,18.5
1/3/2024,25.8,23.3,24.3,21.1,21.3,20.7,26.4,22.4,22.1,25.4,16.8,20.5
2/3/2024,29,27.9,27.9,25.1,25.7,23.8,29,26.9,25.6,32.3,20.3,21.9
3/3/2024,29.2,27.3,29.4,24.3,27,24.6,28.9,27.6,26.1,34,20.4,22.8
4/3/2024,28.2,27.1,24.6,23.2,24.9,22.5,27.4,25.3,23.5,29.8,20.1,20.9
5/3/2024,27.6,26.4,25.7,20.9,21.7,21.2,26.8,24.1,23.4,32.5,19.2,20.7
6/3/2024,25.1,23.6,23.7,19.6,20.7,20.1,25.6,22.8,22.2,31.2,16.2,19.1
7/3/2024,31.3,29.5,28.7,24,26.4,25.5,31.4,28.4,26.1,39,21.6,22.2
8/3/2024,27.1,26.3,25.2,20.9,23.1,21.9,27.1,23.9,21.6,33.5,18,20.6
9/3/2024,25.7,23.1,23.3,19.9,21.8,20.1,25.1,23.1,20.4,35.1,18.8,19.3
10/3/2024,21.5,20.6,20.6,17.4,17.5,17.3,22,19.8,17.6,26.5,14,18.4
11/3/2024,38.2,37.8,34.9,32.8,34.5,32.7,37.2,34.9,34,41.3,29.3,27.2
12/3/2024,33,31,30.6,26.2,29.5,25.8,31.8,29.5,26.9,39.1,23.5,25.6
13/3/2024,27.7,27.1,25.2,20.7,22.7,21.5,26.9,24.2,22.8,31,18.9,20.2
14/3/2024,27.4,24.8,24.1,19.7,21.2,19.3,26.6,23.5,21.3,27.8,17.8,19.6
15/3/2024,24.1,23.9,23,18.4,19.9,17.3,25,20.9,19.4,25.6,16.3,19
16/3/2024,24.7,24.3,23.3,18.7,20.1,18.8,23,22.6,18,24.8,16.1,18.9
17/3/2024,26.3,24.4,22.5,18.4,20.9,18.8,24.6,22.8,20.4,26.2,16.3,18.8
18/3/2024,29.5,28.7,28.2,25.5,24.3,23.7,29.8,27.7,25.7,30.2,20.2,22.7
19/3/2024,31.5,29.5,30.8,26.5,27.1,26.6,32.9,30.8,27.1,34.8,24.3,25.2
20/3/2024,37.1,31.8,41.1,34.4,28.1,30.7,38.2,35.3,37.7,46.8,27.8,27.8
21/3/2024,53.3,51.3,53.1,50.2,42.7,43.3,52.4,51.7,56.8,61.7,33.5,37.7
22/3/2024,51.4,52.2,46.2,40.3,41.2,40.7,49.9,,47.8,59.1,39.2,39.2
23/3/2024,23.7,24.4,25,17.1,17.2,18.8,25.5,23.2,20.4,25.8,15.7,18.7
24/3/2024,24.4,24.5,25.5,19.6,22.1,18.8,23.9,23.1,20.4,24.8,18.9,19.2
25/3/2024,24,25.5,25.9,20,23.8,20.8,26.9,24,21.4,28.1,20.2,20.1
26/3/2024,21.1,22.4,22.5,17,20.2,18,22.2,19.8,17.8,25.3,16.7,18.1
27/3/2024,19.6,20.6,23.3,18.2,19.3,18.2,23.2,19.7,17.5,23.1,15.5,17.4
28/3/2024,21.5,23.5,23.4,17.1,17.8,17.9,23,20.3,17.8,23.3,14.8,18.1
29/3/2024,24.6,26.3,27.5,21,26.4,22,28,23.9,21.7,31.5,21.6,20.6
30/3/2024,17.3,21,20,13.2,20.3,15.2,21.5,17.8,15.7,20.6,13.6,16.9
31/3/2024,17.7,18.1,18.8,13.3,18.5,14.2,19.6,16.1,14.6,20.4,12.6,16.3
1/4/2024,31.1,30,27.9,26.3,31.4,25.4,34.4,31.2,29.8,32.4,25.4,23.9
2/4/2024,28.1,27.9,27.3,21.7,30,23.5,30,28.5,25.1,32.2,23.6,23.2
3/4/2024,28,28.1,27.9,21.9,29.1,24.3,30.4,27.6,25.6,32.5,24,23.3
4/4/2024,24.6,24.2,25.7,20.9,27.9,19.9,27.5,24.4,22.6,31.1,22,20.4
5/4/2024,25.4,26.4,28.3,23,29.5,22.7,30,26.3,24.4,38.4,22.9,21.6
6/4/2024,25,25.5,28.3,22.7,29.1,21.9,28.4,24.9,24.1,38.6,23.4,22.8
7/4/2024,21.2,22.2,23.4,18.5,24.2,18.6,24.9,22.4,18.6,31.5,18.8,18.1
8/4/2024,20.3,20.6,21.6,15.7,20.5,18.1,22.7,20.3,18.4,27,17.2,18
9/4/2024,14.3,14.9,16.4,12.4,15.8,13.8,19,15.5,14,22.3,11.3,15.1
10/4/2024,22.8,21.1,22.6,19.6,20.2,17.2,24.4,21.9,22,29,18.7,18.5
11/4/2024,56.8,52.4,50.3,50.9,51.2,46.3,57.8,54.8,55.4,70.4,47.2,43.5
12/4/2024,29.1,28.4,32.3,28,29,25.8,31.6,30.1,28.8,46.4,24.8,25.8
13/4/2024,26.7,26.1,29.9,25.1,25.5,23,29.1,26.8,25.4,36.1,23.6,23.1
14/4/2024,28.5,26.9,29,23.9,25.7,22.7,29.4,27.2,25.9,39.7,23.6,23.3
15/4/2024,27.5,23.3,27.2,22.9,24.8,21.5,27.5,26,23.9,32.6,21.4,21.7
16/4/2024,21.8,21.5,23.6,19.9,20.1,18.4,24.7,22.5,22.3,31.1,18.2,19.1
17/4/2024,22.6,21.3,22.9,18.1,20.5,18.6,24,22,20.2,27.7,17.9,18.9
18/4/2024,25.4,24.2,26,20.4,23.2,20.8,27.6,25.1,21.9,33.1,20.4,20.7
19/4/2024,33.5,33.3,33.3,27.7,34,27.7,35.8,34.1,31.3,44.6,27.6,26.4
20/4/2024,42.2,41.5,41,37.9,41.1,35.1,44,43.8,39.4,47.6,36.5,34.9
21/4/2024,46.7,44.1,47.6,39.8,42.6,39.6,47,45.4,41.9,49.2,38.4,38.1
22/4/2024,34.7,31.7,32.2,28.4,33.9,28.8,35.3,34.8,31.4,42.8,32.3,29.1
