date,02T,03T,05T,10T,11T,12T,50T,52T,53T,54T,59T,61T
9/6/2022,13,22,12,17,11,18,16,11,11,20,9,15
10/6/2022,16,22,15,19,13,18,19,14,15,22,12,15
11/6/2022,16,21,17,19,13,20,18,13,15,23,10,16
12/6/2022,17,22,17,20,13,19,18,14,16,25,12,16
13/6/2022,20,25,18,22,19,23,23,17,19,29,15,17
14/6/2022,19,27,16,20,15,23,20,18,18,30,16,15
15/6/2022,16,21,15,17,12,22,19,13,14,24,11,15
16/6/2022,12,22,13,18,15,19,19,10,16,26,10,16
17/6/2022,16,23,15,18,15,19,22,15,16,24,12,16
18/6/2022,13,19,13,14,12,15,18,10,14,24,9,14
19/6/2022,11,16,10,12,8,14,15,10,10,17,6,13
20/6/2022,12,17,13,12,8,14,15,10,11,18,6,12
21/6/2022,14,18,15,14,10,16,18,12,12,22,10,14
22/6/2022,18,23,14,16,13,20,20,15,14,24,10,14
23/6/2022,14,20,14,17,10,19,17,11,15,23,8,13
24/6/2022,14,18,13,14,9,15,16,11,14,21,8,13
25/6/2022,13,19,12,14,10,17,18,11,12,25,9,14
26/6/2022,11,18,10,12,8,13,12,9,8,17,6,12
27/6/2022,14,21,13,20,10,18,18,12,17,28,10,14
28/6/2022,16,24,19,18,11,19,20,14,18,30,10,15
29/6/2022,15,23,16,18,14,21,20,14,17,28,11,15
30/6/2022,15,18,13,15,11,16,16,12,13,22,10,14
1/7/2022,13,21,15,12,10,16,15,10,12,23,8,13
2/7/2022,14,19,13,14,9,15,15,12,11,22,10,13
3/7/2022,12,19,14,13,11,14,14,10,11,22,8,13
4/7/2022,11,18,9,10,9,13,12,7,6,16,6,12
5/7/2022,12,20,12,13,9,14,15,10,10,18,8,13
6/7/2022,14,20,14,13,12,16,17,12,11,19,9,14
7/7/2022,15,20,13,10,13,16,16,12,10,18,,13
8/7/2022,15,21,11,11,10,16,16,12,8,19,,13
9/7/2022,16,22,16,10,14,16,18,12,10,24,11,14
10/7/2022,13,20,13,,11,15,16,10,10,16,7,13
11/7/2022,14,19,15,,12,14,15,11,9,18,9,13
12/7/2022,17,22,17,13,14,17,19,15,11,18,10,15
13/7/2022,18,23,17,12,14,14,18,12,12,21,11,14
14/7/2022,16,20,16,13,15,18,20,14,12,20,11,14
15/7/2022,24,29,19,16,19,22,24,21,15,29,20,16
16/7/2022,15,20,15,14,15,17,19,14,13,22,15,15
17/7/2022,14,19,15,10,13,15,17,11,10,17,12,13
18/7/2022,15,19,14,12,13,17,16,12,11,20,12,15
19/7/2022,16,18,15,12,11,17,18,12,10,19,12,14
20/7/2022,12,18,14,8,10,15,16,11,11,20,10,13
21/7/2022,12,18,10,7,9,16,16,10,9,21,9,12
22/7/2022,13,20,11,8,8,15,14,11,9,21,12,13
23/7/2022,12,19,10,8,8,15,15,10,8,20,12,12
24/7/2022,16,19,15,13,16,17,19,12,14,27,14,15
25/7/2022,17,24,14,12,12,20,19,14,13,25,10,14
26/7/2022,15,25,15,12,13,19,22,14,14,24,9,15
27/7/2022,15,24,13,14,13,20,19,13,13,24,8,14
28/7/2022,12,18,14,13,13,16,17,10,12,25,7,14
29/7/2022,12,18,11,9,8,15,14,8,8,,7,12
30/7/2022,15,21,13,10,12,17,16,12,11,,7,14
31/7/2022,15,18,12,10,10,14,16,13,11,32,7,13
1/8/2022,16,21,11,10,11,17,17,14,10,30,7,13
2/8/2022,14,20,11,8,10,15,14,11,7,26,6,12
3/8/2022,12,17,10,8,10,,13,8,8,23,6,13
4/8/2022,18,21,16,11,11,,18,15,13,22,8,14
5/8/2022,16,22,18,11,11,18,19,12,11,21,6,14
6/8/2022,16,23,15,14,12,19,17,13,11,20,8,15
7/8/2022,9,14,10,7,7,13,12,7,7,14,5,11
8/8/2022,13,18,12,8,10,16,16,10,8,17,5,13
9/8/2022,18,21,16,13,13,20,21,15,14,21,7,15
10/8/2022,15,18,17,12,12,18,18,12,12,17,7,13
11/8/2022,16,20,17,10,12,19,19,13,13,20,9,14
12/8/2022,15,19,15,10,15,19,17,13,13,21,8,14
13/8/2022,15,18,11,9,13,16,16,11,10,22,7,14
14/8/2022,17,20,15,11,15,19,17,13,14,22,8,14
15/8/2022,14,18,14,9,11,17,16,12,10,20,7,13
16/8/2022,14,19,13,10,12,17,18,12,12,20,6,13
17/8/2022,16,23,13,11,14,19,20,14,11,25,7,14
18/8/2022,16,21,14,11,14,18,19,12,12,21,8,14
19/8/2022,18,21,18,11,16,20,21,15,14,25,9,14
20/8/2022,17,22,18,13,16,20,20,14,12,26,9,14
21/8/2022,18,21,19,13,16,20,19,13,12,23,9,14
22/8/2022,16,23,16,13,14,19,19,13,12,21,8,14
23/8/2022,21,21,17,15,15,23,22,16,14,24,10,15
24/8/2022,16,24,17,13,13,21,19,13,14,29,9,14
25/8/2022,14,19,16,12,11,19,19,12,13,26,7,13
26/8/2022,13,20,13,10,9,19,17,11,9,22,8,13
27/8/2022,13,18,13,10,10,19,17,11,10,24,8,13
28/8/2022,14,18,12,9,11,17,17,11,13,24,6,13
29/8/2022,23,25,13,12,16,21,23,21,19,28,11,15
30/8/2022,27,30,21,23,21,26,28,25,26,34,16,19
31/8/2022,23,28,19,20,17,24,24,20,18,27,11,16
1/9/2022,28,34,22,22,22,29,31,25,22,38,18,18
2/9/2022,30,31,26,30,26,31,31,26,31,43,19,21
3/9/2022,17,25,14,16,15,17,19,14,15,32,14,14
4/9/2022,12,16,12,9,10,11,14,10,10,22,8,12
5/9/2022,14,21,12,9,12,15,16,12,10,22,8,12
6/9/2022,14,21,13,9,12,13,17,12,12,20,8,13
7/9/2022,15,18,14,8,10,11,16,12,11,19,6,12
8/9/2022,16,20,16,11,12,14,18,14,15,22,9,13
9/9/2022,16,22,19,14,14,18,20,15,16,25,9,14
10/9/2022,12,16,14,9,8,11,16,10,13,22,6,12
11/9/2022,16,20,13,15,12,13,21,12,18,24,9,15
12/9/2022,17,23,18,14,19,18,22,15,18,31,11,15
13/9/2022,22,28,23,21,21,22,26,20,24,35,14,18
14/9/2022,18,27,20,16,15,20,22,17,18,27,10,16
15/9/2022,16,24,17,11,12,16,18,15,12,21,8,14
16/9/2022,14,21,14,11,11,13,17,11,11,20,9,13
17/9/2022,14,22,14,8,10,14,16,11,9,18,8,13
18/9/2022,15,22,14,13,10,15,17,13,12,25,7,13
19/9/2022,14,21,13,9,10,12,16,11,13,17,8,13
20/9/2022,15,21,16,10,12,15,17,14,13,20,7,13
21/9/2022,15,20,15,11,14,15,17,14,15,26,9,14
22/9/2022,19,23,21,16,15,19,,16,19,30,11,16
23/9/2022,23,29,25,21,22,25,31,22,23,40,15,18
24/9/2022,21,25,22,18,18,21,26,17,20,38,13,17
25/9/2022,19,22,18,15,18,16,20,15,17,36,12,16
26/9/2022,20,26,16,12,17,17,22,18,15,28,12,14
27/9/2022,20,25,18,14,22,18,24,18,17,26,11,15
28/9/2022,15,17,14,9,16,13,17,13,11,17,7,13
29/9/2022,16,20,17,12,14,13,18,13,12,20,9,13
30/9/2022,14,20,12,10,14,14,16,10,9,18,6,13
1/10/2022,12,20,11,9,16,15,16,10,9,18,8,13
2/10/2022,17,21,18,11,16,17,22,16,13,29,9,14
3/10/2022,18,19,15,8,9,16,20,15,10,28,8,13
4/10/2022,19,21,18,11,13,17,19,16,14,26,8,14
5/10/2022,24,26,23,16,16,19,25,,23,39,14,17
6/10/2022,24,28,24,17,20,24,27,,21,34,15,16
7/10/2022,16,19,15,9,12,16,18,13,16,27,9,14
8/10/2022,17,20,16,9,12,,18,12,16,25,9,14
9/10/2022,12,15,13,7,12,,16,9,13,20,8,12
10/10/2022,14,16,12,7,10,,15,11,11,20,5,13
11/10/2022,20,22,19,11,10,,22,18,15,26,10,14
12/10/2022,29,36,28,19,23,,32,29,25,35,18,18
13/10/2022,29,30,24,19,17,25,28,27,26,34,18,18
14/10/2022,34,35,30,25,26,28,34,30,29,36,22,22
15/10/2022,32,33,32,26,28,32,35,28,28,36,21,22
16/10/2022,26,27,26,23,21,19,32,24,26,28,18,20
17/10/2022,35,35,35,32,30,33,41,32,36,40,25,23
18/10/2022,43,43,41,38,37,36,47,39,45,46,29,28
19/10/2022,44,45,44,41,42,41,49,40,44,47,32,
20/10/2022,42,43,38,34,39,39,45,37,40,43,32,
21/10/2022,30,31,27,24,26,26,38,25,24,36,19,22
22/10/2022,33,38,29,24,29,28,35,31,26,40,22,21
23/10/2022,24,28,24,22,19,20,28,23,25,30,17,21
24/10/2022,43,45,42,37,37,39,44,41,37,49,33,31
25/10/2022,47,51,41,35,34,37,46,43,41,51,31,32
26/10/2022,32,35,30,27,28,27,33,26,28,38,21,23
27/10/2022,18,21,16,12,13,16,17,14,14,23,8,15
28/10/2022,19,22,16,15,15,18,19,15,16,24,11,16
29/10/2022,21,22,20,15,16,18,21,16,16,24,12,16
30/10/2022,30,33,30,29,31,27,32,27,28,35,23,23
31/10/2022,39,43,38,34,38,34,40,35,38,39,28,29
1/11/2022,35,37,33,29,35,31,36,30,30,38,25,28
2/11/2022,30,39,29,24,26,24,33,25,25,33,18,22
3/11/2022,31,40,30,26,28,23,33,27,22,33,19,22
4/11/2022,26,30,27,24,24,21,30,22,23,30,16,21
5/11/2022,35,41,33,31,32,29,35,30,31,42,22,25
6/11/2022,33,35,34,31,35,28,41,31,33,41,25,28
7/11/2022,37,40,36,34,36,31,46,36,37,43,26,30
8/11/2022,40,44,40,37,41,34,49,36,40,47,29,34
9/11/2022,38,45,41,36,31,33,46,35,36,44,24,31
10/11/2022,34,35,30,28,32,28,44,32,31,38,23,27
11/11/2022,33,33,29,25,26,27,39,29,29,34,22,24
12/11/2022,31,32,28,25,25,27,32,27,,38,20,22
13/11/2022,28,29,24,22,23,22,28,26,,35,17,20
14/11/2022,17,18,16,13,15,15,18,14,,31,10,15
15/11/2022,18,21,17,14,13,16,20,15,,28,11,16
16/11/2022,24,32,23,17,17,19,27,21,,32,14,18
17/11/2022,27,32,28,23,22,20,30,25,,37,18,20
18/11/2022,22,27,22,,18,18,24,20,,30,13,19
19/11/2022,27,32,26,,22,22,29,25,,36,19,20
20/11/2022,,23,18,,17,15,22,19,,28,13,17
21/11/2022,20,23,20,,16,15,21,18,,27,13,16
22/11/2022,31,35,32,,27,27,33,29,,40,22,24
23/11/2022,34,41,28,,26,24,32,30,25,39,19,23
24/11/2022,23,28,22,,18,18,24,21,20,38,15,18
25/11/2022,16,20,15,11,11,13,17,13,12,27,10,14
26/11/2022,16,22,15,12,13,13,18,14,13,29,10,13
27/11/2022,23,27,19,,17,16,23,19,18,32,15,18
28/11/2022,17,23,18,,17,17,21,15,18,29,12,16
29/11/2022,26,31,28,,22,24,32,24,,40,20,21
30/11/2022,34,36,31,,24,29,38,30,,55,21,23
1/12/2022,22,25,22,,17,16,23,19,,33,15,18
2/12/2022,20,23,21,,22,18,24,19,,33,13,17
3/12/2022,20,23,17,,20,17,20,17,,25,12,17
4/12/2022,18,20,19,,19,16,20,15,,24,12,17
5/12/2022,19,22,18,15,19,14,19,16,,23,12,16
6/12/2022,14,16,15,10,12,11,16,9,,19,8,14
7/12/2022,20,21,18,14,20,16,25,15,,25,13,16
8/12/2022,25,30,31,18,27,21,,24,,39,17,19
9/12/2022,25,30,29,20,25,23,,24,,31,18,19
10/12/2022,34,43,29,23,29,27,,34,26,34,18,20
11/12/2022,29,31,29,24,22,27,,26,,28,18,20
12/12/2022,27,34,32,24,25,23,,25,,32,18,21
13/12/2022,30,33,31,24,24,24,,28,,28,21,22
14/12/2022,40,39,38,31,33,32,,38,,37,26,25
15/12/2022,40,43,37,34,36,32,,38,,40,26,30
16/12/2022,47,47,42,40,43,41,54,46,,52,34,34
17/12/2022,39,39,36,31,36,34,43,38,,43,28,30
18/12/2022,24,24,25,19,18,19,29,22,,23,16,20
19/12/2022,29,30,30,25,24,24,34,28,,32,20,23
20/12/2022,38,39,33,30,33,32,46,37,,41,25,27
21/12/2022,45,51,46,36,41,42,51,44,,50,31,33
22/12/2022,50,58,46,35,41,42,51,48,,52,29,34
23/12/2022,41,48,43,36,34,36,42,40,,40,27,34
24/12/2022,33,37,38,30,32,32,38,32,,34,26,27
25/12/2022,28,29,31,23,24,24,32,25,,30,18,23
26/12/2022,32,35,32,28,27,26,36,30,,35,21,24
27/12/2022,39,44,35,30,32,30,39,38,,36,25,28
28/12/2022,48,52,43,33,36,30,45,47,,42,27,30
29/12/2022,43,50,38,33,35,31,43,41,,43,26,29
30/12/2022,27,27,24,22,25,23,28,25,,27,19,20
31/12/2022,29,34,24,23,27,26,31,28,,29,18,22
1/1/2023,30,31,29,28,26,23,,28,,29,22,24
2/1/2023,33,35,33,28,33,29,,32,,33,22,27
3/1/2023,33,33,32,25,27,26,,31,,32,21,24
4/1/2023,25,26,24,19,20,22,,24,,29,15,20
5/1/2023,28,30,24,22,23,21,,26,,29,16,19
6/1/2023,22,23,20,16,17,17,,18,,23,12,17
7/1/2023,24,22,24,19,19,20,,22,,23,15,19
8/1/2023,42,43,40,36,38,34,,42,,41,29,31
9/1/2023,46,54,45,39,44,39,,45,,49,35,35
10/1/2023,38,38,34,31,37,36,,35,,46,26,33
11/1/2023,21,23,21,14,17,17,,18,,24,12,24
12/1/2023,29,35,26,23,23,24,,26,,36,19,29
13/1/2023,22,28,25,29,23,22,,21,,38,16,27
14/1/2023,22,28,21,20,18,19,,21,20,26,15,20
15/1/2023,27,29,27,22,21,23,,24,24,34,18,20
16/1/2023,26,36,26,26,26,26,,25,25,30,18,21
17/1/2023,34,42,35,32,29,33,,34,32,37,24,26
18/1/2023,31,36,33,28,28,29,,29,29,35,19,24
19/1/2023,30,32,26,22,25,22,,27,25,31,18,21
20/1/2023,33,35,36,29,28,27,,30,35,36,21,27
21/1/2023,38,39,37,33,30,28,,37,38,38,26,30
22/1/2023,50,52,46,39,40,39,,48,44,44,31,35
23/1/2023,58,59,57,52,49,46,,56,59,54,42,45
24/1/2023,53,54,48,48,51,45,,50,55,55,39,42
25/1/2023,29,28,29,23,21,23,,28,28,27,19,23
26/1/2023,53,56,47,39,44,40,,53,49,52,34,
27/1/2023,54,61,51,46,50,46,,53,,56,40,
28/1/2023,25,28,24,22,23,22,,24,28,36,17,
29/1/2023,34,33,33,27,29,29,,33,34,39,23,26
30/1/2023,41,43,43,36,39,35,,42,44,50,31,36
31/1/2023,71,82,74,59,67,61,,74,70,79,53,53
1/2/2023,87,137,94,79,78,77,,86,88,91,63,69
2/2/2023,100,123,98,84,77,78,,98,90,94,64,70
3/2/2023,40,71,38,38,43,38,42,37,43,59,30,30
4/2/2023,27,48,27,28,25,23,27,25,28,35,20,23
5/2/2023,22,38,19,18,18,17,19,21,24,29,15,18
6/2/2023,21,55,18,16,17,17,21,19,19,26,13,17
7/2/2023,19,59,20,15,16,18,21,18,18,25,13,16
8/2/2023,21,38,19,14,18,,21,18,17,23,15,17
9/2/2023,19,46,18,14,19,,18,17,16,25,11,16
10/2/2023,16,34,16,12,14,13,18,15,15,21,10,15
11/2/2023,16,,16,13,15,16,17,15,14,24,10,15
12/2/2023,19,,18,13,15,16,17,18,16,25,12,16
13/2/2023,22,62,20,15,18,18,22,20,19,27,14,17
14/2/2023,23,56,21,18,22,,25,22,24,34,18,19
15/2/2023,36,78,,31,30,,39,35,39,42,23,26
16/2/2023,32,48,,26,20,,31,29,31,35,18,24
17/2/2023,39,35,36,33,31,38,38,35,41,41,25,27
18/2/2023,48,58,52,44,45,50,53,47,52,53,35,35
19/2/2023,59,82,61,53,56,58,58,55,60,59,44,45
20/2/2023,,69,44,38,40,45,44,42,45,46,29,36
21/2/2023,,58,41,38,35,42,39,38,43,42,27,32
22/2/2023,49,64,50,45,44,49,46,46,52,50,33,42
23/2/2023,58,83,54,48,48,53,54,54,54,53,36,44
24/2/2023,67,92,59,,58,60,63,64,66,62,47,49
25/2/2023,48,66,48,,44,48,46,44,47,45,33,40
26/2/2023,38,47,36,,34,38,36,36,39,37,26,33
27/2/2023,48,81,43,,42,43,46,45,47,43,32,39
28/2/2023,62,105,62,53,58,58,62,58,61,65,40,52
1/3/2023,62,84,55,53,58,56,60,60,63,64,44,52
2/3/2023,62,89,54,46,51,55,56,57,55,55,41,46
3/3/2023,47,66,46,36,42,46,45,44,42,45,31,33
4/3/2023,61,78,59,53,57,58,57,56,64,62,46,53
5/3/2023,59,78,58,54,55,58,57,54,60,59,42,51
6/3/2023,65,,63,58,59,65,63,61,63,59,51,56
7/3/2023,87,,79,76,77,83,82,82,86,86,62,66
8/3/2023,75,118,72,66,68,74,72,69,72,77,54,60
9/3/2023,54,94,51,49,54,55,54,50,56,66,39,46
10/3/2023,55,82,52,48,50,55,54,51,54,67,42,43
11/3/2023,44,69,42,39,42,45,45,40,44,53,31,37
12/3/2023,40,54,37,34,36,40,39,35,38,46,30,32
13/3/2023,52,52,51,41,41,50,49,47,51,48,36,37
14/3/2023,55,77,51,44,45,48,49,51,54,51,35,42
15/3/2023,50,81,49,,49,50,50,46,50,54,35,41
16/3/2023,33,59,31,,31,34,32,30,30,39,24,25
17/3/2023,29,58,28,24,26,31,30,28,27,34,19,22
18/3/2023,26,49,25,21,23,28,27,24,25,33,18,21
19/3/2023,27,51,27,20,24,28,27,24,24,35,18,20
20/3/2023,29,52,25,21,24,29,28,26,24,36,18,21
21/3/2023,27,46,26,21,25,29,28,25,24,34,21,21
22/3/2023,26,54,26,23,23,28,28,25,26,32,21,21
23/3/2023,22,47,20,15,21,23,23,20,19,27,15,19
24/3/2023,25,56,23,17,24,25,24,22,23,35,18,19
25/3/2023,25,48,24,19,21,25,26,22,23,34,17,19
26/3/2023,22,38,21,16,19,23,21,21,19,28,15,18
27/3/2023,24,45,22,16,20,25,24,22,21,30,17,19
28/3/2023,18,34,19,12,15,20,19,17,15,25,12,16
29/3/2023,15,33,16,13,14,18,17,14,14,25,10,16
30/3/2023,17,48,19,18,25,20,18,16,19,28,13,19
31/3/2023,21,54,21,17,26,24,22,19,18,29,16,18
1/4/2023,24,44,25,18,25,27,24,23,21,33,16,19
2/4/2023,29,53,26,20,32,28,27,26,23,38,21,20
3/4/2023,40,,35,29,39,41,38,37,33,41,29,27
4/4/2023,51,,46,36,54,49,47,47,39,55,35,30
5/4/2023,51,74,51,42,54,52,52,49,49,54,39,37
6/4/2023,49,89,43,34,51,49,46,47,41,51,36,36
7/4/2023,29,47,30,24,32,31,30,27,,40,22,23
8/4/2023,22,41,23,18,27,26,23,21,19,28,16,19
9/4/2023,22,33,24,20,21,24,23,20,21,31,16,20
10/4/2023,21,47,21,16,21,23,21,19,18,27,16,18
11/4/2023,37,64,34,28,31,36,35,34,31,40,27,26
12/4/2023,38,54,37,31,36,36,38,37,33,42,31,30
13/4/2023,47,50,44,38,43,44,44,44,40,53,36,36
14/4/2023,53,60,51,45,49,50,50,51,46,56,43,44
15/4/2023,63,72,59,50,58,57,59,59,54,70,48,49
16/4/2023,60,64,56,49,58,54,55,56,51,74,47,49
17/4/2023,55,62,55,47,50,52,54,52,,56,44,44
18/4/2023,49,69,48,40,49,48,47,46,,61,40,39
19/4/2023,51,77,48,43,50,48,52,49,46,60,41,41
20/4/2023,50,65,47,41,44,47,49,49,43,54,40,40
21/4/2023,61,84,57,49,59,57,59,59,54,63,48,48
22/4/2023,56,80,53,49,56,53,55,54,52,63,48,48
23/4/2023,38,52,35,32,39,38,38,37,33,51,30,31
24/4/2023,28,42,27,23,27,29,31,26,26,37,25,22
25/4/2023,24,38,23,22,25,26,27,23,23,34,18,21
26/4/2023,24,44,27,20,23,27,27,23,23,38,17,21
27/4/2023,39,48,38,34,32,38,42,37,38,53,27,31
28/4/2023,27,44,24,24,27,28,28,26,26,41,21,22
29/4/2023,28,40,24,22,26,28,28,27,24,37,21,22
30/4/2023,21,24,21,19,19,,22,21,21,34,17,19
1/5/2023,32,38,29,27,30,,31,30,31,39,22,24
2/5/2023,22,36,22,26,27,26,25,22,25,33,19,24
3/5/2023,20,28,16,15,21,17,20,19,16,28,15,15
4/5/2023,16,26,12,13,15,15,17,15,13,29,13,13
5/5/2023,20,34,20,20,22,19,23,19,19,33,17,17
6/5/2023,23,35,21,21,23,20,25,22,20,37,18,19
7/5/2023,23,32,20,21,23,20,23,21,20,31,17,19
8/5/2023,22,32,21,20,20,21,23,21,20,31,19,18
9/5/2023,24,33,22,21,23,21,25,22,21,39,17,19
10/5/2023,20,27,19,16,14,18,22,19,17,26,13,15
11/5/2023,21,30,21,23,23,21,25,20,23,36,16,21
12/5/2023,16,26,16,14,16,17,18,15,14,26,11,14
13/5/2023,17,27,17,15,17,18,19,16,18,27,11,15
14/5/2023,18,26,16,17,18,17,19,17,15,24,13,15
15/5/2023,29,34,27,25,26,26,30,27,26,34,23,23
16/5/2023,36,45,30,30,33,35,38,34,33,43,28,28
17/5/2023,31,40,30,26,28,29,32,31,27,37,25,24
18/5/2023,28,34,26,25,26,24,28,28,26,34,22,23
19/5/2023,29,33,27,27,27,25,30,28,28,34,22,25
20/5/2023,31,34,27,27,26,27,31,28,28,34,23,25
21/5/2023,32,36,29,27,27,28,30,30,27,35,24,25
22/5/2023,27,32,25,23,26,23,27,26,23,31,17,22
23/5/2023,28,32,27,23,23,25,28,27,25,27,20,21
24/5/2023,27,36,27,25,24,24,29,27,25,29,19,22
25/5/2023,27,32,27,23,26,25,29,26,,31,21,21
26/5/2023,30,37,30,26,25,28,32,29,,35,23,24
27/5/2023,29,34,29,25,26,26,28,28,26,31,21,23
28/5/2023,25,28,25,22,22,23,25,24,21,32,16,19
29/5/2023,21,25,20,17,18,18,23,20,21,29,14,16
30/5/2023,18,26,23,18,17,19,23,18,19,33,13,16
31/5/2023,21,29,22,19,20,18,24,21,20,40,15,18
1/6/2023,25.1,30.2,24.4,21.1,23,21.4,25.8,24.4,21.5,31.6,18.6,18.8
2/6/2023,24.9,30.2,25.6,21.3,23.5,23.5,26.8,24.2,20.9,24.6,18.8,19.2
3/6/2023,21.2,27.8,21.7,17.6,20.4,18.8,21.6,20.3,18.3,26.6,16.5,16.5
4/6/2023,12.6,19.3,12.4,10.6,12.1,11.8,13.7,12.3,11,17.7,8.8,11.6
5/6/2023,15.7,20.6,14.6,11.9,13.1,12.3,18.3,15.6,13.6,17.3,9.9,12.9
6/6/2023,20.8,31.9,18.8,17.5,20.3,19,21,21.1,17.2,25.1,15.5,15.8
7/6/2023,17.3,24.5,16.1,14,16.2,15.1,17.8,16.3,13.9,21.4,11.2,14.1
8/6/2023,16.5,23.2,16.2,13.9,11.3,14.1,18.7,16.3,13.7,24.1,11.2,13.8
9/6/2023,13,20.3,11.5,11.5,14.9,11.4,14.4,12.6,12.3,19.8,8.1,12.6
10/6/2023,13.7,20.5,12.4,11.4,12.5,13.1,14.6,13,11,19,8.6,12.4
11/6/2023,13.2,19.3,11.4,10.2,11.6,11.5,13.4,13.4,11.3,17.3,8.5,11.4
12/6/2023,14.4,20,13.3,12.3,13.6,13.1,15,13.6,11.6,15.8,9.8,12.9
13/6/2023,13.8,20.3,13.9,11.4,11.6,13.4,15.3,13.3,10.5,18.8,8.6,12.6
14/6/2023,12.7,19.6,11.3,9.1,10.1,9.9,13.8,12,9.6,15.8,7.2,11
15/6/2023,11.2,19.4,12.1,11.3,11.5,10.8,14.7,11.1,10.6,18.9,8,11.8
16/6/2023,11.5,20.4,10.5,9.9,11.7,10.6,14.6,11.4,10.6,20,8.9,11.4
17/6/2023,10.6,19,11,9.6,9.8,9.1,13,10.5,9.7,17.2,7.5,11.4
18/6/2023,13.3,20.9,12.7,10.8,11.9,11.6,16.4,13.4,11.2,18.6,9,12.1
19/6/2023,12.4,20.2,12.1,12.8,15.9,11.8,15.8,12.1,13,20.5,8.6,13.5
20/6/2023,15.6,23.2,14.6,13.3,13.5,13.1,17.2,14.3,12.3,18.3,9.7,13.6
21/6/2023,15.3,22.4,16.3,14.9,15.2,14.6,20.1,15.6,14.1,20.3,11.4,14.4
22/6/2023,19.7,26.6,18,17.6,14.7,17.9,22.8,18.6,15.4,28.5,12.3,15.8
23/6/2023,15.4,23.8,17.4,13.4,13.8,15.4,19.6,15.6,14.8,27.2,11.3,14.2
24/6/2023,10.2,19.4,11,9.3,7,7.9,14.1,10.2,10.9,22,7.2,11.6
25/6/2023,9.6,18.3,12.3,9.7,10.2,8.4,14,9.2,10.7,22.2,7.7,11.5
26/6/2023,11.6,19.9,12.7,9.4,8.8,9.2,16.2,11.6,10.3,22.2,7.1,11.4
27/6/2023,10.3,20.3,12,11,12.5,10.5,15.1,10.2,11.6,24.2,6.5,12
28/6/2023,16.1,24.7,18,13.4,14.5,13.5,17.6,16.8,14.8,26.1,9.8,13.8
29/6/2023,17.9,26.4,19.8,14.6,16.2,14.9,20.9,17.4,15.1,27.6,13.4,14.7
30/6/2023,12.9,22.5,13.5,11.4,13.8,11.7,17,13,11.9,23.9,9.3,13
1/7/2023,9.7,20.8,11.5,9.8,11.6,10.5,14,9.6,11.1,23.3,9.2,12.4
2/7/2023,6,13.9,7.8,5.6,6.7,5.3,9.8,6,6,19.7,4.9,9.4
3/7/2023,10.2,19.5,9.7,9,10.8,8.9,13.4,10.5,8.9,21.9,8,11.7
4/7/2023,17.2,24.5,18.4,14.3,14.3,14.2,19.7,17.3,14.7,24.7,11.9,14.4
5/7/2023,19.8,29.5,20,17.1,17.7,17,24.4,19.4,19.3,35,14.5,16.1
6/7/2023,14.7,24.8,16.4,15,16.1,15.1,18.1,14.6,16.3,27,9,14.4
7/7/2023,13.8,22.7,15.1,12.5,14.7,11.9,18.6,13.9,13.2,25.7,9.3,13.9
8/7/2023,12.1,20.1,11.1,11.5,13.6,,16,12,10.9,23.2,8.3,12.8
9/7/2023,14.8,21.1,11.9,10.4,10.4,12.1,16.7,14.6,11.8,26.6,9.8,11.9
10/7/2023,11.2,17.8,12.2,9.5,10.1,10.3,15.6,11.1,10,22.6,7,10.8
11/7/2023,11.2,18.8,10.8,10.3,10,9.1,14.8,10.6,11.7,24.9,8,11.4
12/7/2023,15.2,23.9,16.6,15.1,15.1,14.8,19.2,15,15.8,25.5,10.7,15
13/7/2023,12.8,21,15.1,11.8,12.8,11.6,17.2,12.9,12.9,25.8,10.3,12.8
14/7/2023,13.3,17.7,15.6,10.1,11.2,10.3,16.9,13.4,12.5,20.6,10.1,12.4
15/7/2023,17.4,22.6,20.3,14.5,17.2,15,20.6,17.4,15.5,23.9,12.8,15.2
16/7/2023,17.1,21.5,17.2,14.8,15,13.3,19.9,16.9,15.4,25.3,13.1,14.8
17/7/2023,7.9,13.5,11,5.8,6.7,6.2,12.7,8,9.5,16.4,5.7,10.1
18/7/2023,11.8,16.6,13.9,9,9.8,8.4,15.5,11.6,11.3,17.8,7.3,11.5
19/7/2023,15.1,18.9,16.4,11.9,11.7,11.1,18.4,15.2,14.3,20.7,10.6,13.2
20/7/2023,19.5,28.1,23.6,15.2,20.9,18.6,,19.5,18.2,29.4,13,15.8
21/7/2023,19.8,27.6,18.8,17.5,17.8,16.5,22.1,19.6,16.3,28,14,15.5
22/7/2023,15.4,22.7,18.8,13.3,20.3,14.5,19.4,15.1,16.3,28.7,11.1,14.5
23/7/2023,11.7,17.5,12.3,11.2,9.9,9.7,15.5,11.9,13.1,25.8,7.8,12.7
24/7/2023,14.8,21.4,16.5,11.3,17.3,13.2,18.1,14.8,13.4,24.5,9.5,13.6
25/7/2023,15.8,21.5,19.1,11.8,15.2,14.3,19.3,15.6,14,23.7,10.6,14.1
26/7/2023,14.7,19.9,18.4,12.7,15.3,12.2,18.6,14.8,14.3,21,9.4,13.4
27/7/2023,11.4,16.4,13.7,9.3,12.4,9.7,17.1,11.7,11.4,19.3,7.7,12.1
28/7/2023,10.7,14.4,11.2,8.2,10.9,8.6,14.9,10.6,9.5,17.6,7,9.9
