,year,dayFraction,season,temp,lat,long,pm2.5
75,2012,0.7431693989071039,0,30.175833333333333,13.7647,100.5536,47.0
76,2012,0.7459016393442623,0,30.5025,13.7647,100.5536,49.0
77,2012,0.7486338797814208,0,29.461250000000003,13.7647,100.5536,47.0
78,2012,0.7513661202185792,0,29.58375,13.7647,100.5536,45.0
79,2012,0.7540983606557377,0,30.95647058823529,13.7647,100.5536,31.0
80,2012,0.7568306010928961,0,30.522916666666664,13.7647,100.5536,26.0
81,2012,0.7595628415300546,0,30.68625,13.7647,100.5536,30.0
82,2012,0.7622950819672131,0,29.72666666666667,13.7647,100.5536,33.0
83,2012,0.7650273224043715,0,30.155416666666664,13.7647,100.5536,36.0
84,2012,0.76775956284153,0,27.521666666666665,13.7647,100.5536,26.0
85,2012,0.7978142076502732,0,32.601333333333336,13.7647,100.5536,46.0
86,2012,0.8005464480874317,1,32.74478260869566,13.7647,100.5536,48.0
87,2012,0.8032786885245902,1,32.25833333333333,13.7647,100.5536,47.0
88,2012,0.8060109289617486,1,32.687083333333334,13.7647,100.5536,38.0
89,2012,0.8087431693989071,1,32.29916666666667,13.7647,100.5536,38.0
90,2012,0.8114754098360656,1,30.68625,13.7647,100.5536,32.0
91,2012,0.8142076502732241,1,31.319166666666664,13.7647,100.5536,32.0
92,2012,0.8169398907103825,1,31.80916666666667,13.7647,100.5536,40.0
93,2012,0.819672131147541,1,32.76875,13.7647,100.5536,33.0
94,2012,0.8224043715846995,1,32.52375,13.7647,100.5536,50.0
95,2012,0.825136612021858,1,31.21708333333333,13.7647,100.5536,41.0
96,2012,0.8306010928961749,1,28.68541666666667,13.7647,100.5536,38.0
97,2012,0.8333333333333334,1,27.72,13.7647,100.5536,32.0
98,2012,0.8360655737704918,1,31.094583333333333,13.7647,100.5536,31.0
99,2012,0.8387978142076503,1,31.64583333333333,13.7647,100.5536,31.0
100,2012,0.8415300546448088,1,31.29875,13.7647,100.5536,31.0
101,2012,0.8442622950819673,1,31.76833333333333,13.7647,100.5536,31.0
102,2012,0.8469945355191257,1,29.798125,13.7647,100.5536,32.0
103,2012,0.8497267759562842,1,30.910833333333333,13.7647,100.5536,32.0
104,2012,0.8524590163934426,1,30.60458333333333,13.7647,100.5536,33.0
105,2012,0.855191256830601,1,31.400833333333328,13.7647,100.5536,34.0
106,2012,0.8579234972677595,1,32.29916666666667,13.7647,100.5536,33.0
107,2012,0.860655737704918,1,32.19708333333333,13.7647,100.5536,32.0
108,2012,0.8633879781420765,1,28.175,13.7647,100.5536,33.0
109,2012,0.8661202185792349,1,30.155416666666667,13.7647,100.5536,33.0
110,2012,0.8688524590163934,1,31.64583333333333,13.7647,100.5536,33.0
111,2012,0.8715846994535519,1,31.339583333333337,13.7647,100.5536,32.0
112,2012,0.8743169398907104,1,31.4825,13.7647,100.5536,31.0
113,2012,0.8770491803278688,1,31.135416666666668,13.7647,100.5536,34.0
114,2012,0.8797814207650273,1,30.66583333333333,13.7647,100.5536,33.0
115,2012,0.8852459016393442,1,28.767083333333336,13.7647,100.5536,33.0
116,2012,0.8879781420765027,1,30.02066666666667,13.7647,100.5536,33.0
117,2012,0.8907103825136612,1,30.829166666666666,13.7647,100.5536,35.0
118,2012,0.8934426229508197,1,31.40083333333333,13.7647,100.5536,35.0
119,2012,0.8961748633879781,1,29.5225,13.7647,100.5536,32.0
120,2012,0.8989071038251366,1,27.889166666666664,13.7647,100.5536,34.0
121,2012,0.9016393442622952,1,29.82875,13.7647,100.5536,31.0
122,2012,0.9043715846994536,1,30.403333333333325,13.7647,100.5536,33.0
123,2012,0.907103825136612,1,27.685,13.7647,100.5536,32.0
124,2012,0.9098360655737704,1,29.114166666666662,13.7647,100.5536,33.0
125,2012,0.912568306010929,1,30.094166666666663,13.7647,100.5536,31.0
126,2012,0.9153005464480874,1,29.624583333333334,13.7647,100.5536,29.0
127,2012,0.918032786885246,1,31.17625,13.7647,100.5536,30.0
128,2012,0.9207650273224044,1,31.54375,13.7647,100.5536,31.0
129,2012,0.9234972677595628,1,30.68625,13.7647,100.5536,32.0
130,2012,0.9262295081967212,1,31.625416666666663,13.7647,100.5536,32.0
131,2012,0.9289617486338798,1,29.808333333333334,13.7647,100.5536,32.0
132,2012,0.9316939890710384,1,30.46166666666667,13.7647,100.5536,33.0
133,2012,0.9344262295081968,1,30.359583333333337,13.7647,100.5536,31.0
134,2012,0.9371584699453552,1,30.032916666666665,13.7647,100.5536,32.0
135,2012,0.9590163934426228,1,32.27875,13.7647,100.5536,68.0
136,2012,0.9617486338797814,1,32.585,13.7647,100.5536,74.0
137,2012,0.96448087431694,1,32.62583333333333,13.7647,100.5536,59.0
138,2012,0.9672131147540984,1,32.768750000000004,13.7647,100.5536,46.0
139,2012,0.9699453551912568,1,32.768750000000004,13.7647,100.5536,52.0
140,2012,0.9726775956284152,1,32.4625,13.7647,100.5536,59.0
141,2012,0.9754098360655736,1,31.686666666666667,13.7647,100.5536,38.0
142,2012,0.9781420765027322,1,27.644166666666667,13.7647,100.5536,33.0
143,2012,0.9808743169398908,1,28.930416666666662,13.7647,100.5536,55.0
144,2012,0.9836065573770492,1,29.645,13.7647,100.5536,70.0
145,2012,0.9863387978142076,1,31.074166666666667,13.7647,100.5536,67.0
146,2012,0.989071038251366,1,31.40083333333333,13.7647,100.5536,61.0
147,2012,0.9918032786885246,1,32.17666666666667,13.7647,100.5536,47.0
148,2012,0.994535519125683,1,32.380833333333335,13.7647,100.5536,45.0
149,2012,0.9972677595628416,1,28.317916666666665,13.7647,100.5536,26.0
150,2013,0.0,1,27.848333333333333,13.7647,100.5536,43.0
151,2013,0.0027397260273972,1,29.70625,13.7647,100.5536,56.0
152,2013,0.0054794520547945,1,30.44125,13.7647,100.5536,59.0
153,2013,0.0136986301369863,1,29.78791666666667,13.7647,100.5536,62.0
154,2013,0.0164383561643835,1,30.175833333333333,13.7647,100.5536,59.0
155,2013,0.0191780821917808,1,31.31916666666667,13.7647,100.5536,78.0
156,2013,0.021917808219178,1,30.196250000000003,13.7647,100.5536,86.0
157,2013,0.0246575342465753,1,30.23708333333333,13.7647,100.5536,69.0
158,2013,0.0273972602739726,1,30.522916666666664,13.7647,100.5536,55.0
159,2013,0.0328767123287671,1,30.313181818181807,13.7647,100.5536,40.0
160,2013,0.0356164383561643,1,28.91,13.7647,100.5536,39.0
161,2013,0.0383561643835616,1,30.339166666666667,13.7647,100.5536,43.0
162,2013,0.0410958904109589,1,30.84958333333333,13.7647,100.5536,51.0
163,2013,0.0438356164383561,1,30.318750000000005,13.7647,100.5536,62.0
164,2013,0.0465753424657534,1,29.052916666666665,13.7647,100.5536,46.0
165,2013,0.0493150684931506,1,28.11375,13.7647,100.5536,55.0
166,2013,0.0520547945205479,1,29.50208333333333,13.7647,100.5536,74.0
167,2013,0.0547945205479452,1,30.60458333333333,13.7647,100.5536,84.0
168,2013,0.0575342465753424,1,31.094583333333333,13.7647,100.5536,112.0
169,2013,0.0602739726027397,1,30.155416666666667,13.7647,100.5536,72.0
170,2013,0.0630136986301369,1,29.849166666666672,13.7647,100.5536,41.0
171,2013,0.0657534246575342,1,29.420416666666664,13.7647,100.5536,34.0
172,2013,0.0684931506849315,1,28.624166666666667,13.7647,100.5536,30.0
173,2013,0.0712328767123287,1,28.460833333333337,13.7647,100.5536,31.0
174,2013,0.073972602739726,1,26.07888888888889,13.7647,100.5536,44.0
175,2013,0.0767123287671232,1,29.297916666666666,13.7647,100.5536,61.0
176,2013,0.0794520547945205,1,30.155416666666667,13.7647,100.5536,58.0
177,2013,0.0821917808219178,1,29.82875,13.7647,100.5536,44.0
178,2013,0.084931506849315,1,29.44083333333333,13.7647,100.5536,58.0
179,2013,0.0876712328767123,1,27.685,13.7647,100.5536,72.0
180,2013,0.0904109589041095,1,30.48208333333333,13.7647,100.5536,73.0
181,2013,0.0931506849315068,1,32.19708333333333,13.7647,100.5536,88.0
182,2013,0.0958904109589041,1,31.094583333333333,13.7647,100.5536,97.0
183,2013,0.0986301369863013,1,29.95125,13.7647,100.5536,29.0
184,2013,0.1013698630136986,1,30.46166666666667,13.7647,100.5536,38.0
185,2013,0.1041095890410958,1,29.971666666666664,13.7647,100.5536,34.0
186,2013,0.1068493150684931,1,30.543333333333333,13.7647,100.5536,31.0
187,2013,0.1095890410958904,1,30.31875,13.7647,100.5536,46.0
188,2013,0.1123287671232876,1,31.64583333333333,13.7647,100.5536,57.0
189,2013,0.1150684931506849,1,32.19708333333333,13.7647,100.5536,57.0
190,2013,0.1178082191780822,1,31.19666666666667,13.7647,100.5536,64.0
191,2013,0.1205479452054794,1,32.095000000000006,13.7647,100.5536,89.0
192,2013,0.1232876712328767,1,32.34,13.7647,100.5536,109.0
193,2013,0.1260273972602739,1,30.68625,13.7647,100.5536,49.0
194,2013,0.1287671232876712,1,30.339166666666667,13.7647,100.5536,34.0
195,2013,0.1315068493150684,1,30.48208333333333,13.7647,100.5536,32.0
196,2013,0.1342465753424657,1,28.42,13.7647,100.5536,33.0
197,2013,0.1452054794520547,1,30.80875,13.7647,100.5536,47.0
198,2013,0.147945205479452,1,30.727083333333336,13.7647,100.5536,60.0
199,2013,0.1506849315068493,1,33.05458333333333,13.7647,100.5536,70.0
200,2013,0.1534246575342465,1,31.605,13.7647,100.5536,63.0
201,2013,0.1561643835616438,1,30.257500000000004,13.7647,100.5536,31.0
202,2013,0.1589041095890411,1,30.625,13.7647,100.5536,32.0
203,2013,0.1616438356164383,1,30.27791666666667,13.7647,100.5536,22.0
204,2013,0.1643835616438356,1,30.5025,13.7647,100.5536,28.0
205,2013,0.1671232876712328,1,29.58375,13.7647,100.5536,39.0
206,2013,0.1698630136986301,1,26.92958333333333,13.7647,100.5536,44.0
207,2013,0.1726027397260274,1,28.644583333333333,13.7647,100.5536,50.0
208,2013,0.1753424657534246,1,31.155833333333334,13.7647,100.5536,68.0
209,2013,0.1780821917808219,1,32.42166666666667,13.7647,100.5536,80.0
210,2013,0.1808219178082191,1,30.84958333333333,13.7647,100.5536,72.0
211,2013,0.1835616438356164,1,30.11458333333333,13.7647,100.5536,35.0
212,2013,0.1863013698630137,1,30.175833333333333,13.7647,100.5536,37.0
213,2013,0.1890410958904109,1,30.60458333333333,13.7647,100.5536,40.0
214,2013,0.1917808219178082,1,30.359583333333333,13.7647,100.5536,38.0
215,2013,0.1945205479452054,1,31.890833333333333,13.7647,100.5536,47.0
216,2013,0.1972602739726027,1,31.19666666666667,13.7647,100.5536,33.0
217,2013,0.2,1,30.645416666666662,13.7647,100.5536,46.0
218,2013,0.2027397260273972,1,30.767916666666668,13.7647,100.5536,43.0
219,2013,0.2054794520547945,1,30.84958333333334,13.7647,100.5536,27.0
220,2013,0.2082191780821917,1,30.931249999999995,13.7647,100.5536,29.0
221,2013,0.210958904109589,1,31.2375,13.7647,100.5536,36.0
222,2013,0.2136986301369863,1,30.910833333333333,13.7647,100.5536,30.0
223,2013,0.2164383561643835,1,30.910833333333333,13.7647,100.5536,32.0
224,2013,0.2191780821917808,1,30.9925,13.7647,100.5536,24.0
225,2013,0.2219178082191781,1,31.605,13.7647,100.5536,22.0
226,2013,0.2246575342465753,1,31.76833333333333,13.7647,100.5536,21.0
227,2013,0.2273972602739726,1,31.93166666666666,13.7647,100.5536,27.0
228,2013,0.2301369863013698,1,33.156666666666666,13.7647,100.5536,41.0
229,2013,0.2328767123287671,1,31.809166666666663,13.7647,100.5536,41.0
230,2013,0.2356164383561644,1,31.74791666666667,13.7647,100.5536,41.0
231,2013,0.2383561643835616,1,31.829583333333336,13.7647,100.5536,30.0
232,2013,0.2410958904109589,1,31.686666666666667,13.7647,100.5536,29.0
233,2013,0.2438356164383561,1,31.890833333333333,13.7647,100.5536,20.0
234,2013,0.2465753424657534,1,32.05416666666667,13.7647,100.5536,20.0
235,2013,0.2493150684931507,1,32.17666666666667,13.7647,100.5536,19.0
236,2013,0.2520547945205479,0,31.99291666666667,13.7647,100.5536,27.0
237,2013,0.2547945205479452,0,32.11541666666667,13.7647,100.5536,32.0
238,2013,0.2575342465753424,0,32.93208333333333,13.7647,100.5536,49.0
239,2013,0.2602739726027397,0,32.97291666666667,13.7647,100.5536,61.0
240,2013,0.2630136986301369,0,33.544583333333335,13.7647,100.5536,60.0
241,2013,0.2657534246575342,0,32.11541666666667,13.7647,100.5536,61.0
242,2013,0.2684931506849315,0,32.83,13.7647,100.5536,55.0
243,2013,0.2712328767123287,0,32.03375,13.7647,100.5536,47.0
244,2013,0.273972602739726,0,30.910833333333333,13.7647,100.5536,36.0
245,2013,0.2767123287671232,0,30.80875,13.7647,100.5536,35.0
246,2013,0.2794520547945205,0,32.89125000000001,13.7647,100.5536,37.0
247,2013,0.2821917808219178,0,30.359583333333333,13.7647,100.5536,21.0
248,2013,0.284931506849315,0,29.37958333333333,13.7647,100.5536,20.0
249,2013,0.2876712328767123,0,30.359583333333333,13.7647,100.5536,20.0
250,2013,0.2904109589041095,0,29.787916666666664,13.7647,100.5536,23.0
251,2013,0.2931506849315068,0,31.82958333333333,13.7647,100.5536,32.0
252,2013,0.2958904109589041,0,29.845454545454547,13.7647,100.5536,31.0
253,2013,0.2986301369863013,0,34.47294117647059,13.7647,100.5536,28.0
254,2013,0.3013698630136986,0,32.442083333333336,13.7647,100.5536,26.0
255,2013,0.3041095890410959,0,32.15625,13.7647,100.5536,26.0
256,2013,0.3068493150684931,0,31.52333333333333,13.7647,100.5536,26.0
257,2013,0.3095890410958904,0,31.58458333333333,13.7647,100.5536,34.0
258,2013,0.3123287671232876,0,31.9725,13.7647,100.5536,19.0
259,2013,0.3150684931506849,0,31.788750000000004,13.7647,100.5536,20.0
260,2013,0.3178082191780822,0,32.19708333333333,13.7647,100.5536,17.0
261,2013,0.3205479452054794,0,31.564166666666665,13.7647,100.5536,30.0
262,2013,0.3232876712328767,0,32.13583333333333,13.7647,100.5536,21.0
263,2013,0.3260273972602739,0,32.42166666666667,13.7647,100.5536,17.0
264,2013,0.3287671232876712,0,31.404545454545453,13.7647,100.5536,18.0
265,2013,0.3315068493150685,0,34.42250000000001,13.7647,100.5536,23.0
266,2013,0.3342465753424657,0,34.13666666666666,13.7647,100.5536,31.0
267,2013,0.336986301369863,0,32.49076923076923,13.7647,100.5536,22.0
268,2013,0.3397260273972602,0,31.64583333333333,13.7647,100.5536,28.0
269,2013,0.3424657534246575,0,33.32,13.7647,100.5536,34.0
270,2013,0.3452054794520548,0,32.23791666666667,13.7647,100.5536,27.0
271,2013,0.347945205479452,0,32.60541666666666,13.7647,100.5536,24.0
272,2013,0.3506849315068493,0,32.666666666666664,13.7647,100.5536,25.0
273,2013,0.3534246575342465,0,32.54416666666666,13.7647,100.5536,19.0
274,2013,0.3561643835616438,0,32.830000000000005,13.7647,100.5536,14.0
275,2013,0.3589041095890411,0,32.830000000000005,13.7647,100.5536,20.0
276,2013,0.3616438356164383,0,33.156666666666666,13.7647,100.5536,23.0
277,2013,0.3671232876712328,0,34.32041666666667,13.7647,100.5536,35.0
278,2013,0.3698630136986301,0,33.66708333333333,13.7647,100.5536,20.0
279,2013,0.3726027397260274,0,33.60583333333333,13.7647,100.5536,21.0
